chain,contract,label,token,date,quantity
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-01,8309038.228757
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-02,8234707.405466
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-03,8167086.129796
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-04,8841239.978832
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-05,8602853.763572
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-06,8547418.980044
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-07,8889401.170101
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-08,9964623.913266
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-09,9811583.791678
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-10,9887065.027832
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-11,9653362.987541
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-12,9486901.040406
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-13,9680470.466717
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-14,9657508.432513
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-15,8992277.249892
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-16,10836127.523932
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-17,11071645.630993
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-18,10370222.079334
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-19,10330812.268017
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-20,10578898.343559
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-21,10123222.087092
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-22,11186171.224657
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-23,11046085.947661
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-24,11618986.158805
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-25,11719479.628295
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-26,11555267.215142
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-27,11228424.878528
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-28,11179501.468372
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-29,10648504.662968
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-30,11024730.860055
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-01-31,10849696.730542
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-02-01,10674756.181767
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2026-02-02,10452061.80899
